[2018-08-21 17:27:22.064] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:27:22.065] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:27:22.066] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:27:22.067] [setup] [info] Program Linking finished.
[2018-08-21 17:27:22.067] [setup] [info] Linking Program Success.
[2018-08-21 17:27:23.700] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:28:18.317] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:28:18.375] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:28:18.376] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:28:18.413] [setup] [info] Program Linking finished.
[2018-08-21 17:28:18.413] [setup] [info] Linking Program Success.
[2018-08-21 17:28:19.167] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:31:47.112] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:31:47.113] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:31:47.114] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:31:47.114] [setup] [info] Program Linking finished.
[2018-08-21 17:31:47.115] [setup] [info] Linking Program Success.
[2018-08-21 17:31:49.570] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:32:09.038] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:32:09.039] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:32:09.039] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:32:09.041] [setup] [info] Program Linking finished.
[2018-08-21 17:32:09.042] [setup] [info] Linking Program Success.
[2018-08-21 17:32:12.837] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 18:07:55.168] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:07:55.169] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 18:07:55.185] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 18:07:55.186] [setup] [info] Program Linking finished.
[2018-08-21 18:07:55.187] [setup] [info] Linking Program Success.
[2018-08-21 18:07:59.169] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 155 )

[2018-08-21 18:08:22.321] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:08:22.323] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 18:08:22.324] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 18:08:22.325] [setup] [info] Program Linking finished.
[2018-08-21 18:08:22.326] [setup] [info] Linking Program Success.
[2018-08-21 18:08:25.986] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 155 )

[2018-08-21 18:12:12.048] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:12:12.052] [setup] [critical] Program Link Failed. info log :
[2018-08-21 18:12:13.406] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.407] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.422] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.423] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.424] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.439] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.439] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.440] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.456] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.456] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.457] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.472] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.473] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.474] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.489] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.490] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.491] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.506] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.507] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.507] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.522] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.523] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.523] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.539] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.540] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.542] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.556] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.556] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.557] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.572] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.573] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.574] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.589] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.590] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.591] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.606] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.607] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.608] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.622] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.623] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.624] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.639] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.640] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.641] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.656] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.656] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.657] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.672] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.673] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.674] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.689] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.690] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.691] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.706] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.706] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.707] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.722] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.723] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.724] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.739] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.740] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.741] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.756] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.756] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.758] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.772] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.773] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.774] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.789] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.789] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.790] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.806] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.806] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.807] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.822] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.823] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.824] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.839] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.840] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.841] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.856] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.856] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.858] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.872] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.873] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.874] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.889] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.890] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.891] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.906] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.906] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.908] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.922] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.923] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.924] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.939] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.940] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.940] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.956] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.956] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.957] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.972] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.973] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.975] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.989] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.990] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.991] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.006] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.006] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.007] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.022] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.023] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.024] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.039] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.039] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.040] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.056] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.056] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.057] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.072] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.073] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.074] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.089] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.090] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.091] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.106] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.106] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.107] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.122] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.123] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.123] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.139] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.140] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.141] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.156] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.156] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.159] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.172] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.173] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.174] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.189] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.190] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.191] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.206] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.206] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.207] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.222] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.223] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.224] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.239] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.240] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.241] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.256] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.257] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.258] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.272] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.273] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.274] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.289] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.290] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.291] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.306] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.306] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.307] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.322] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.323] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.324] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.339] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.340] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.340] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.356] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.356] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.357] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.372] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.373] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.374] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.389] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.390] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.392] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.406] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.406] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.406] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.422] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.423] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.424] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.439] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.439] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.440] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.456] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.456] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.457] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.472] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.473] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.474] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.489] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.490] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.491] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.506] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.506] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.507] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.522] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.523] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.524] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.539] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.540] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.541] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.556] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.556] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.558] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.573] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.573] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.574] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.589] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.590] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.592] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.606] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.606] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.608] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.622] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.623] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.624] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.639] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.640] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.641] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.656] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.657] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.657] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.672] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.673] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.674] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.689] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.690] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.691] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.706] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.706] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.708] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.722] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.723] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.724] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.739] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.740] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.741] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.756] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.757] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.758] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.772] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.773] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.774] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.789] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.790] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.791] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.806] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.807] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.808] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.822] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.823] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.824] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.839] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.840] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.841] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.856] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.856] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.857] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.872] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.873] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.874] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.889] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.890] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.893] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.906] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.906] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.907] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.922] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.923] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.924] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.942] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.943] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.944] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.956] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.956] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.957] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.972] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.973] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.974] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:14.989] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:14.990] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:14.992] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:15.006] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:15.007] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:15.008] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:15.022] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:15.023] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:15.024] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:15.039] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:15.040] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:15.041] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:15.056] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:15.056] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:15.056] [setup] [critical] Undefined Uniform Variable Name : project
